TransNo,Tr_Type,Payment_Receipt,EntryDate,Vs_Dt,SrNo,AccCode,Amount,DRCR,PartyCode,RecoDt,ShareEntered,EntryNo
CB2201-000001       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,20000.00,DR,000266,NULL,NULL,NULL
CB2201-000001       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,20000.00,CR,000043,NULL,NULL,NULL
CB2201-000002       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1472,11000.00,DR,000003,NULL,NULL,NULL
CB2201-000002       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1517,11000.00,CR,000048,NULL,NULL,NULL
BB2201-000001       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1485,910400.00,DR,000016,NULL,NULL,BB2201-000001       
BB2201-000001       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,729400.00,CR,000043,NULL,NULL,BB2201-000001       
BB2201-000001       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1517,171000.00,CR,000048,NULL,NULL,BB2201-000001       
BB2201-000001       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1511,7000.00,CR,000042,NULL,NULL,BB2201-000001       
BB2201-000001       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1510,3000.00,CR,000041,NULL,NULL,BB2201-000001       
CB2201-000003       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1475,13200.00,DR,000006,NULL,NULL,NULL
CB2201-000003       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,13200.00,CR,000043,NULL,NULL,NULL
BB2201-000002       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,2207.00,DR,000019,NULL,NULL,BB2201-000002       
BB2201-000002       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1920,2207.00,CR,000345,NULL,NULL,BB2201-000002       
CE2201-000133       ,8,NULL,2021-05-18 00:00:00,2021-04-06 00:00:00,2,1477,20600.00,DR,000008,NULL,NULL,NULL
CE2201-000133       ,8,NULL,2021-05-18 00:00:00,2021-04-06 00:00:00,1,1470,20600.00,CR,000001,NULL,NULL,NULL
JV2201-000001       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,700000.00,DR,000043,NULL,NULL,NULL
JV2201-000001       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000001       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1601,10120.00,CR,000116,NULL,NULL,NULL
JV2201-000001       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1636,6125.00,CR,000151,NULL,NULL,NULL
JV2201-000001       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1620,683080.00,CR,000135,NULL,NULL,NULL
BB2201-000005       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,154261.00,CR,000021,NULL,NULL,BB2201-000005       
BB2201-000006       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,7814.00,CR,000021,NULL,NULL,BB2201-000006       
BB2201-000006       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1716,7814.00,DR,000231,NULL,NULL,BB2201-000006       
JV2201-000003       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,200000.00,DR,000043,NULL,NULL,NULL
JV2201-000002       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000002       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1716,7814.00,CR,000231,NULL,NULL,NULL
JV2201-000002       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1636,1750.00,CR,000151,NULL,NULL,NULL
JV2201-000002       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1517,35500.00,CR,000048,NULL,NULL,NULL
JV2201-000002       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,6,1620,154261.00,CR,000135,NULL,NULL,NULL
JV2201-000003       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000003       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1716,2207.00,CR,000231,NULL,NULL,NULL
JV2201-000003       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1636,1750.00,CR,000151,NULL,NULL,NULL
JV2201-000003       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1619,195368.00,CR,000134,NULL,NULL,NULL
BB2201-000007       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,195368.00,CR,000021,NULL,NULL,BB2201-000007       
BB2201-000007       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1619,195368.00,DR,000134,NULL,NULL,BB2201-000007       
BB2201-000008       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,2207.00,CR,000021,NULL,NULL,BB2201-000008       
BB2201-000008       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1716,2207.00,DR,000231,NULL,NULL,BB2201-000008       
BB2201-000009       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,154762.00,CR,000021,NULL,NULL,BB2201-000009       
BB2201-000009       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1620,154762.00,DR,000135,NULL,NULL,BB2201-000009       
BB2201-000010       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,3771.00,CR,000021,NULL,NULL,BB2201-000010       
BB2201-000010       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1716,3771.00,DR,000231,NULL,NULL,BB2201-000010       
BB2201-000011       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1484,273800.00,DR,000015,NULL,NULL,BB2201-000011       
BB2201-000011       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,273800.00,CR,000043,NULL,NULL,BB2201-000011       
BB2201-000013       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1477,200000.00,DR,000008,NULL,NULL,BB2201-000013       
BB2201-000013       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1738,200000.00,CR,000253,NULL,NULL,BB2201-000013       
BB2201-000014       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,0,1477,57230.00,CR,000008,NULL,NULL,BB2201-000014       
BB2201-000014       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1718,57230.00,DR,000233,NULL,NULL,BB2201-000014       
BB2201-000021       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1477,6700.00,CR,000008,NULL,NULL,BB2201-000021       
BB2201-000021       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1663,6700.00,DR,000178,NULL,NULL,BB2201-000021       
BB2201-000023       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,583.00,CR,000019,NULL,NULL,BB2201-000023       
BB2201-000023       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,583.00,DR,000299,NULL,NULL,BB2201-000023       
BB2201-000025       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,583.00,CR,000019,NULL,NULL,BB2201-000025       
BB2201-000025       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,583.00,DR,000299,NULL,NULL,BB2201-000025       
BB2201-000027       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,700.00,CR,000019,NULL,NULL,BB2201-000027       
BB2201-000027       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,700.00,DR,000299,NULL,NULL,BB2201-000027       
BB2201-000028       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,583.00,CR,000019,NULL,NULL,BB2201-000028       
BB2201-000028       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1873,583.00,DR,000299,NULL,NULL,BB2201-000028       
BB2201-000030       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,100938.00,CR,000019,NULL,NULL,BB2201-000030       
BB2201-000030       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1738,100000.00,DR,000253,NULL,NULL,BB2201-000030       
BB2201-000030       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1871,938.00,DR,000297,NULL,NULL,BB2201-000030       
BB2201-000033       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,100644.00,CR,000019,NULL,NULL,BB2201-000033       
BB2201-000033       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1738,100000.00,DR,000253,NULL,NULL,BB2201-000033       
BB2201-000033       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1871,644.00,DR,000297,NULL,NULL,BB2201-000033       
BB2201-000034       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,192371.00,CR,000021,NULL,NULL,BB2201-000034       
BB2201-000034       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1620,192371.00,DR,000135,NULL,NULL,BB2201-000034       
BB2201-000035       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,5204.00,CR,000021,NULL,NULL,BB2201-000035       
BB2201-000035       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1716,5204.00,DR,000231,NULL,NULL,BB2201-000035       
BB2201-000072       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1488,5584.00,DR,000019,NULL,NULL,BB2201-000072       
BB2201-000072       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1920,5584.00,CR,000345,NULL,NULL,BB2201-000072       
BB2201-000074       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1484,540200.00,DR,000015,NULL,NULL,BB2201-000074       
BB2201-000074       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1512,352000.00,CR,000043,NULL,NULL,BB2201-000074       
BB2201-000074       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,2,1517,183200.00,CR,000048,NULL,NULL,BB2201-000074       
BB2201-000074       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,3,1511,5000.00,CR,000042,NULL,NULL,BB2201-000074       
BB2201-000077       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,203625.00,CR,000021,NULL,NULL,BB2201-000077       
BB2201-000077       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1840,203625.00,DR,000267,NULL,NULL,BB2201-000077       
CB2201-000040       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1839,2000.00,DR,000266,NULL,NULL,NULL
CB2201-000040       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1517,2000.00,CR,000048,NULL,NULL,NULL
BB2201-000101       ,6,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1477,10100.00,CR,000008,NULL,NULL,BB2201-000101       
BB2201-000101       ,6,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1663,10100.00,DR,000178,NULL,NULL,BB2201-000101       
BB2201-000102       ,6,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1479,240957.00,CR,000010,NULL,NULL,BB2201-000102       
BB2201-000102       ,6,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1840,240957.00,DR,000267,NULL,NULL,BB2201-000102       
BB2201-000103       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1488,4820.00,DR,000019,NULL,NULL,BB2201-000103       
BB2201-000103       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1920,4820.00,CR,000345,NULL,NULL,BB2201-000103       
CE2201-000039       ,8,NULL,2021-04-20 00:00:00,2021-04-20 00:00:00,2,1486,25186.00,DR,000017,NULL,NULL,NULL
CE2201-000039       ,8,NULL,2021-04-20 00:00:00,2021-04-20 00:00:00,1,1472,25186.00,CR,000003,NULL,NULL,NULL
CB2201-000004       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1475,10.00,DR,000006,NULL,NULL,NULL
CB2201-000004       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1649,10.00,CR,000164,NULL,NULL,NULL
JV2201-000020       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,600000.00,DR,000043,NULL,NULL,NULL
JV2201-000020       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000020       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1584,5400.00,CR,000099,NULL,NULL,NULL
JV2201-000020       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1512,143800.00,CR,000043,NULL,NULL,NULL
JV2201-000020       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1636,5250.00,CR,000151,NULL,NULL,NULL
JV2201-000020       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,6,1840,444875.00,CR,000267,NULL,NULL,NULL
CB2201-000029       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1473,120.00,DR,000004,NULL,NULL,NULL
CB2201-000029       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000029       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000029       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000030       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1517,3800.00,CR,000048,NULL,NULL,NULL
BB2201-000086       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1841,199000.00,DR,000268,NULL,NULL,BB2201-000086       
BB2201-000086       ,5,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1512,199000.00,CR,000043,NULL,NULL,BB2201-000086       
JV2201-000008       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,600000.00,DR,000043,NULL,NULL,NULL
JV2201-000008       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000008       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1512,341600.00,CR,000043,NULL,NULL,NULL
JV2201-000008       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1636,5250.00,CR,000151,NULL,NULL,NULL
JV2201-000008       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1620,252475.00,CR,000135,NULL,NULL,NULL
BB2201-000037       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1841,353000.00,DR,000268,NULL,NULL,BB2201-000037       
BB2201-000037       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,353000.00,CR,000043,NULL,NULL,BB2201-000037       
JV2201-000009       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,500000.00,DR,000043,NULL,NULL,NULL
JV2201-000009       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000009       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1636,4375.00,CR,000151,NULL,NULL,NULL
JV2201-000009       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1620,494950.00,CR,000135,NULL,NULL,NULL
JV2201-000010       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,1000000.00,DR,000043,NULL,NULL,NULL
JV2201-000010       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000010       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1512,685000.00,CR,000043,NULL,NULL,NULL
JV2201-000010       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1636,8750.00,CR,000151,NULL,NULL,NULL
JV2201-000010       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1511,4000.00,CR,000042,NULL,NULL,NULL
JV2201-000010       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,6,1620,301575.00,CR,000135,NULL,NULL,NULL
JV2201-000011       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1739,100000.00,DR,000254,NULL,NULL,NULL
JV2201-000011       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1872,8050.00,DR,000298,NULL,NULL,NULL
JV2201-000011       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1739,100000.00,CR,000254,NULL,NULL,NULL
JV2201-000011       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1615,8050.00,CR,000130,NULL,NULL,NULL
BB2201-000041       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,8050.00,CR,000019,NULL,NULL,BB2201-000041       
BB2201-000041       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1615,8050.00,DR,000130,NULL,NULL,BB2201-000041       
JV2201-000013       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1739,41000.00,DR,000254,NULL,NULL,NULL
JV2201-000013       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1872,3301.00,DR,000298,NULL,NULL,NULL
JV2201-000013       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1739,41000.00,CR,000254,NULL,NULL,NULL
JV2201-000013       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1615,3301.00,CR,000130,NULL,NULL,NULL
CB2201-000007       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,10000.00,DR,000266,NULL,NULL,NULL
CB2201-000007       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,10000.00,CR,000043,NULL,NULL,NULL
BB2201-000043       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1841,292800.00,DR,000268,NULL,NULL,BB2201-000043       
BB2201-000043       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,125800.00,CR,000043,NULL,NULL,BB2201-000043       
BB2201-000043       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1517,167000.00,CR,000048,NULL,NULL,BB2201-000043       
BB2201-000044       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,145548.00,CR,000021,NULL,NULL,BB2201-000044       
BB2201-000044       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1619,145548.00,DR,000134,NULL,NULL,BB2201-000044       
BB2201-000045       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,3177.00,CR,000019,NULL,NULL,BB2201-000045       
BB2201-000045       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1641,3177.00,DR,000156,NULL,NULL,BB2201-000045       
CB2201-000008       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1839,20000.00,DR,000266,NULL,NULL,NULL
CB2201-000008       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,20000.00,CR,000043,NULL,NULL,NULL
BB2201-000046       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,8597.00,DR,000019,NULL,NULL,BB2201-000046       
BB2201-000046       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1920,8597.00,CR,000345,NULL,NULL,BB2201-000046       
BB2201-000047       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1488,3044.00,DR,000019,NULL,NULL,BB2201-000047       
BB2201-000047       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1920,3044.00,CR,000345,NULL,NULL,BB2201-000047       
BB2201-000049       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,0,1488,30250.00,CR,000019,NULL,NULL,BB2201-000049       
BB2201-000049       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1678,30250.00,DR,000193,NULL,NULL,BB2201-000049       
BB2201-000050       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,0,1488,3790.00,CR,000019,NULL,NULL,BB2201-000050       
BB2201-000050       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1678,3790.00,DR,000193,NULL,NULL,BB2201-000050       
BB2201-000051       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1484,240000.00,DR,000015,NULL,NULL,BB2201-000051       
BB2201-000051       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,240000.00,CR,000043,NULL,NULL,BB2201-000051       
CB2201-000014       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1473,120.00,DR,000004,NULL,NULL,NULL
CB2201-000014       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000014       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000014       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000015       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1473,120.00,DR,000004,NULL,NULL,NULL
CB2201-000015       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000015       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000015       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000016       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1472,6000.00,DR,000003,NULL,NULL,NULL
CB2201-000016       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1511,6000.00,CR,000042,NULL,NULL,NULL
CB2201-000017       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1472,120.00,DR,000003,NULL,NULL,NULL
CB2201-000017       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000017       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000017       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000054       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1486,100000.00,DR,000017,NULL,NULL,BB2201-000054       
BB2201-000054       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,100000.00,CR,000043,NULL,NULL,BB2201-000054       
BB2201-000056       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1486,50000.00,DR,000017,NULL,NULL,BB2201-000056       
BB2201-000056       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,50000.00,CR,000043,NULL,NULL,BB2201-000056       
CB2201-000019       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1475,120.00,DR,000006,NULL,NULL,NULL
CB2201-000019       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000019       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000019       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000004       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1490,683080.00,CR,000021,NULL,NULL,BB2201-000004       
BB2201-000004       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1620,683080.00,DR,000135,NULL,NULL,BB2201-000004       
JV2201-000002       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1512,200000.00,DR,000043,NULL,NULL,NULL
BB2201-000005       ,6,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1620,154261.00,DR,000135,NULL,NULL,BB2201-000005       
JV2201-000004       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1517,200000.00,DR,000048,NULL,NULL,NULL
JV2201-000004       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000004       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1716,3771.00,CR,000231,NULL,NULL,NULL
JV2201-000004       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,4,1636,1792.00,CR,000151,NULL,NULL,NULL
JV2201-000004       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,5,1517,39000.00,CR,000048,NULL,NULL,NULL
JV2201-000004       ,7,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,6,1620,154762.00,CR,000135,NULL,NULL,NULL
CB2201-000005       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1475,120.00,DR,000006,NULL,NULL,NULL
CB2201-000005       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000005       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000005       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000012       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1477,75000.00,DR,000008,NULL,NULL,BB2201-000012       
BB2201-000012       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1738,75000.00,CR,000253,NULL,NULL,BB2201-000012       
BB2201-000015       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1477,100000.00,DR,000008,NULL,NULL,BB2201-000015       
BB2201-000015       ,5,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1738,100000.00,CR,000253,NULL,NULL,BB2201-000015       
BB2201-000016       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,0,1477,2336489.00,CR,000008,NULL,NULL,BB2201-000016       
BB2201-000016       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1840,2336489.00,DR,000267,NULL,NULL,BB2201-000016       
BB2201-000017       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,0,1477,787525.00,CR,000008,NULL,NULL,BB2201-000017       
BB2201-000017       ,6,NULL,2021-04-04 00:00:00,2021-04-05 00:00:00,1,1479,787525.00,DR,000010,NULL,NULL,BB2201-000017       
