MNO,CHECKNO,SHARE,MSD,DBF,MTLN,MTLN_ROI,TOPLN,TOPLN_ROI,EDULN,EDULN_ROI,EMG2LN,EMG2LN_ROI,CONLN,CONLN_ROI,EMG1LN,EMG1LN_ROI,STLN,STLN_ROI,FLDLN,FLDLN_ROI,MSDLN,MSDLN_ROI,FDLN,FDLN_ROI,SURE1,SURE2,MEDILN,MEDILN_ROI,srno
21887,403813,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,620
46530,403815,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,621
21373,403816,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,2500,NULL,622
22645,403820,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1000,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,623
21776,403821,0,1000,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,624
24748,403822,0,1000,15,15600,11.00,5200,11.25,0,0.00,1000,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,625
23000,403828,0,1000,15,8600,11.00,0,0.00,0,0.00,1000,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,2500,NULL,626
22569,403830,0,0,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,NULL,NULL,627
49725,403831,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,628
24199,403833,0,1000,15,4100,11.50,1300,12.25,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,629
26413,403834,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,630
30429,403835,0,1000,15,2500,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,631
28940,403837,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,632
34091,403840,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,633
19349,407713,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,634
22587,407714,0,1000,15,7000,12.00,11000,11.25,0,0.00,1000,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,635
20840,407716,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,636
21740,407717,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,637
21825,407725,0,1000,15,8000,11.50,0,0.00,0,0.00,1000,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,638
20784,407728,100,0,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,639
25878,407742,0,1000,15,5200,12.00,0,11.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,640
30034,407763,0,1000,15,8000,12.00,4100,11.75,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,641
22446,407772,0,1000,15,8700,12.00,0,0.00,0,0.00,1000,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,642
22490,407779,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,643
20865,407784,0,0,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,NULL,NULL,644
22777,407788,0,1000,15,0,12.00,0,12.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,645
23182,407792,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,646
22250,407799,0,1000,15,7400,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,647
21118,407897,0,1000,15,0,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,648
24014,407908,100,0,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,649
38725,407910,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,650
21051,407911,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,651
24988,407925,0,1000,15,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,652
21806,407928,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,653
23307,407930,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,654
24794,407931,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,655
24929,407932,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,656
22139,407933,0,1000,15,8500,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,657
22720,407934,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,658
22122,407937,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,659
21748,407943,0,1000,15,7200,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,660
24791,407944,0,0,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,NULL,NULL,661
25091,407945,0,1000,15,6800,12.00,1800,11.75,0,0.00,1000,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,662
22140,407946,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,663
23226,407947,0,1000,15,0,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,664
21804,407948,0,0,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,NULL,NULL,665
22192,407949,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,666
40151,324520,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,667
41641,324524,0,1000,15,6000,11.50,1300,10.25,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,668
44377,324526,100,0,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,669
49421,324527,0,1000,15,0,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,670
40319,324529,0,1000,15,2300,12.00,2400,11.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,671
42518,324532,0,1000,15,0,0.00,0,11.75,0,0.00,1000,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,672
41897,324534,0,1000,15,0,0.00,0,11.25,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,673
41571,324537,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,674
42886,324538,0,1000,15,5100,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,675
40902,324540,0,1000,15,5000,10.50,2400,11.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,676
40654,324541,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,677
44470,324546,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,678
41355,324548,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,679
41282,324549,0,1000,15,10000,11.00,3300,11.75,0,0.00,1800,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,680
40289,324550,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,2500,NULL,681
40487,324551,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,682
39980,324552,0,1000,15,8700,11.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,683
39663,324553,0,1000,15,5200,10.50,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,684
41256,324555,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,685
40173,324556,0,1000,15,6500,11.50,0,0.00,0,0.00,1000,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,686
39520,324557,0,1000,15,4000,11.00,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,687
40174,324558,0,1000,15,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,688
39751,324560,0,1000,15,19000,10.50,4700,10.75,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,689
40635,324561,0,1000,15,8100,10.50,3000,10.75,0,0.00,1800,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,500,0,0,NULL,690
40602,324562,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,691
46632,324563,0,1000,15,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,692
45101,324564,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,693
42672,324566,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,694
43940,324567,0,1000,15,5400,10.00,4800,10.25,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,695
40516,324568,0,1000,15,4100,11.00,3600,10.75,0,0.00,1000,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,696
39669,324569,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,697
40491,324570,0,1000,15,0,12.00,0,0.00,0,0.00,1800,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,698
40242,324571,0,1000,15,0,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,699
41249,324573,0,1000,15,9700,10.50,3600,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,700
47718,325178,0,0,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,NULL,NULL,701
47087,325179,100,1000,15,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,702
45254,325180,0,1000,15,3400,12.00,2500,11.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,703
44291,325181,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,704
47692,325183,100,1000,15,6000,10.50,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,705
48734,325184,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,706
46847,325185,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,707
50044,325186,0,1000,15,6000,10.50,2200,11.25,0,0.00,1800,6.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,708
46395,325187,0,1000,15,4700,11.00,3600,10.75,0,0.00,1800,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,709
43921,325188,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,710
44797,325190,0,1000,15,0,11.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,711
45762,325192,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,712
45620,325193,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,713
43263,325196,0,1000,15,4800,12.00,2400,11.25,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,500,0,0,NULL,714
43953,325197,0,1000,15,7000,10.50,0,0.00,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,715
46670,325198,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,716
44298,325199,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,717
43873,325200,0,1000,15,8600,10.50,3600,10.75,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,718
44342,325202,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,719
44911,325203,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1000,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,720
48409,325204,100,1000,15,4000,10.50,2400,11.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,721
48354,325205,100,0,15,4200,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,722
43664,325206,0,1000,15,4300,10.50,1800,11.75,0,0.00,1000,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,723
48400,325207,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,724
44378,325208,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,725
44699,325209,0,1000,15,4600,11.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,726
48224,325211,0,1000,15,12600,10.50,2900,10.75,0,0.00,1800,6.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,727
44866,325212,0,1000,15,1700,11.00,0,0.00,0,0.00,1800,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,728
52212,325213,0,1000,15,2100,11.50,0,0.00,0,0.00,0,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,500,0,0,NULL,729
44261,325214,0,1000,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,730
44290,325216,100,1000,15,4100,12.00,0,0.00,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,731
44686,325217,0,1000,15,0,0.00,0,11.75,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,732
44198,325218,0,0,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,NULL,NULL,733
44199,325219,100,1000,15,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,734
54250,325882,0,1000,15,8800,10.50,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,735
53863,325888,0,1000,15,2800,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,736
64126,325889,100,0,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,737
58102,325890,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,738
57882,325892,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,739
57233,325895,100,1000,15,1200,11.50,8400,11.25,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,740
61284,325896,100,1000,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,741
55993,325898,100,1000,15,1500,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,742
54474,325900,0,1000,15,2800,11.50,0,0.00,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,743
54475,325904,0,1500,15,3000,11.50,0,0.00,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,744
54002,325905,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,745
63342,325906,100,1000,15,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,746
55935,325907,100,1000,15,1300,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,747
55648,325908,100,1000,15,1300,12.00,0,0.00,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,748
55559,325909,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,749
58340,325910,0,1000,15,9800,10.00,3600,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,750
56187,325912,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,751
55884,325913,100,1000,15,1500,11.00,1800,10.25,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,752
56601,325915,0,1000,15,7500,10.50,3000,10.75,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,753
56792,325916,100,1000,15,2500,11.00,4800,10.25,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,754
54994,325918,0,1000,15,3400,11.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,755
53981,325920,0,1000,15,8400,10.00,3700,10.25,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,756
55445,325921,0,1000,15,3500,11.00,0,0.00,0,0.00,0,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,757
62648,325922,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,758
55026,325923,100,1000,15,1500,12.00,2500,11.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,759
55066,325925,0,1000,15,8300,10.50,3600,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,760
55663,325926,0,1000,15,2800,11.50,3600,10.75,0,0.00,0,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,761
63910,325928,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,762
58101,325929,100,1000,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,763
53831,325930,100,1000,15,1200,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,764
53899,325931,100,1000,15,2500,11.00,2600,11.25,0,0.00,0,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,765
53982,325932,0,1000,15,3900,10.50,3600,10.75,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,766
55383,325935,0,1000,15,2000,11.50,1300,12.25,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,767
59825,326622,100,1000,15,3000,11.00,3000,10.75,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,768
63140,326623,0,1000,15,9000,10.00,3300,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,769
63212,326624,100,1000,15,2000,11.50,5100,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,770
63041,326625,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,771
62195,326627,100,1000,15,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,772
63384,326628,0,1000,15,4200,10.50,3600,10.75,0,0.00,1000,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,773
60139,326629,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,774
63669,326630,100,1000,15,1200,11.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,775
