MNO,CHECKNO,SHARE,MSD,DBF,MTLN,MTLN_ROI,TOPLN,TOPLN_ROI,EDULN,EDULN_ROI,EMG2LN,EMG2LN_ROI,CONLN,CONLN_ROI,EMG1LN,EMG1LN_ROI,STLN,STLN_ROI,FLDLN,FLDLN_ROI,MSDLN,MSDLN_ROI,FDLN,FDLN_ROI,SURE1,SURE2,MEDILN,MEDILN_ROI,srno
64278,292444,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,478
64333,13889,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,479
64334,217036,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,480
26267,408492,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,481
64378,402764,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,482
25277,91013,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,483
25312,408175,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,484
25324,191714,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,485
25342,91130,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,486
25371,191400,0,0,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,NULL,NULL,487
40187,291803,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,488
40212,213490,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,489
40247,89129,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,490
11729,320703,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,491
11820,180106,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,492
11896,82224,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,493
11899,406182,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,494
11984,181946,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,495
12019,210492,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,496
12034,182941,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,497
12195,210249,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,498
12204,181075,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,499
12210,80041,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,500
12213,180733,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,501
12216,320152,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,502
12254,209303,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,503
12374,280092,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,504
53764,413262,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,505
49027,4062,100,2000,15,0,NULL,15000,10.75,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,506
56271,9360,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,507
64226,325786,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,508
64227,326979,100,1000,15,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,0,NULL,509
64228,115529,100,1000,15,NULL,NULL,2400,10.75,NULL,NULL,1800,6.00,NULL,NULL,1000,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,510
64247,327808,100,1000,15,0,NULL,5000,10.75,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,511
53985,9622,100,1000,15,0,NULL,3600,10.75,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,512
64250,327453,100,1000,15,0,NULL,5000,10.75,0,NULL,1800,6.00,0,NULL,1000,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,513
64285,217557,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,514
64286,112779,100,1000,15,3000,10.50,3600,10.75,NULL,NULL,1800,6.00,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,515
64287,5297,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,516
64384,112564,0,1000,15,4000,10.50,4800,10.25,NULL,NULL,1800,6.00,NULL,NULL,1000,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,517
52690,216249,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,518
64394,NULL,100,1000,0,0,NULL,3600,10.75,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,519
64396,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,1000,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,520
64399,NULL,500,2000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,521
64401,NULL,100,1000,15,2500,10.00,0,NULL,0,NULL,1800,6.00,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,522
64402,NULL,0,1000,15,1700,10.50,4500,10.25,0,NULL,1800,6.00,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,523
64403,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,524
64404,NULL,100,1000,15,0,NULL,3300,10.25,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,525
64406,NULL,100,1000,15,3000,10.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,526
48616,NULL,500,1000,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,527
64407,NULL,100,1000,15,1200,10.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,528
64408,NULL,100,1000,15,NULL,NULL,3600,10.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,529
64414,NULL,100,1000,15,NULL,NULL,5200,10.25,NULL,NULL,1800,6.00,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,530
64415,NULL,100,1000,15,2800,10.00,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,1000,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,531
64416,NULL,100,1000,0,8800,10.50,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,532
64418,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,533
64419,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,534
64426,NULL,0,1000,0,3900,10.50,0,NULL,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,535
64429,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,536
64437,NULL,100,1000,15,5000,10.00,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,537
64405,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2500,NULL,538
64387,292506,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,539
64388,326051,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,540
64389,14953,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,541
54039,413326,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,542
64390,15528,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,543
64391,217428,0,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,544
27286,409222,500,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,0,NULL,545
64392,327811,100,1000,15,3300,10.50,3600,10.75,NULL,NULL,1800,6.00,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,546
58670,12212,100,1000,15,3400,10.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,547
63478,115826,100,1000,15,NULL,NULL,5000,10.75,NULL,NULL,1800,6.00,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,548
44649,325376,100,1000,15,NULL,NULL,1800,10.25,NULL,NULL,NULL,NULL,NULL,NULL,1000,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,549
26705,213558,100,1000,15,NULL,NULL,1000,10.75,NULL,NULL,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,550
64409,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,551
64411,NULL,100,1000,15,1200,10.50,1200,10.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,552
64412,NULL,0,1000,15,5000,10.00,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,553
64417,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,554
64422,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,555
52985,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,556
54342,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,557
64427,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,558
64430,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,559
64438,NULL,100,1000,15,8400,10.50,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,560
64441,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,561
64444,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,562
64446,NULL,0,1000,15,15900,10.50,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,563
64448,NULL,100,1000,15,3000,10.50,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,564
64449,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,565
64450,NULL,100,1000,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,566
64451,NULL,100,1000,15,4000,10.50,NULL,NULL,NULL,NULL,1800,6.00,NULL,NULL,1800,6.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,567
64461,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,568
64463,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,569
64469,NULL,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,570
74469,NULL,100,1000,0,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,571
63941,327411,100,1000,15,2600,11.00,3000,10.75,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,572
63092,327413,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,573
62687,327414,100,1000,15,1800,11.50,0,0.00,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,574
63711,327417,0,1000,15,6500,10.00,2000,10.75,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,575
63271,327418,100,1000,15,1800,11.50,2400,11.25,0,0.00,1800,6.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,576
62789,327423,0,1000,15,6000,10.50,4000,10.25,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,577
62493,327428,0,1000,15,4700,10.00,3600,10.75,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,578
61856,327429,0,1000,15,4500,10.00,3600,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,579
63354,327430,100,1000,15,2400,10.50,4600,11.25,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,580
63770,327432,100,1000,15,3600,10.50,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,581
62069,327434,100,1000,15,1300,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,582
62415,327436,0,1000,15,2000,12.00,0,0.00,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,583
62727,327437,100,1000,15,2800,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,584
63398,327438,100,1000,15,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,585
62559,327440,100,1000,15,4500,11.00,2400,11.25,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,586
63279,327441,100,1000,15,1300,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,587
61893,327442,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,588
62607,327443,200,1000,15,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,589
62931,327444,100,1000,15,0,11.00,0,0.00,0,0.00,1800,6.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,590
63407,327446,100,1000,15,2000,10.00,1800,10.75,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,591
63173,327447,0,1000,15,3700,11.00,3600,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,592
63326,327448,0,1000,15,3500,10.50,4800,10.25,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,593
62558,327455,100,1000,15,10000,10.00,0,0.00,0,0.00,0,0.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,594
62182,327456,0,1000,15,2800,11.00,3600,10.75,0,0.00,1800,6.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,595
62693,327457,0,1000,15,2800,11.00,2400,10.75,0,0.00,0,0.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,596
63844,327459,100,1000,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,597
62364,327461,100,1000,15,2500,11.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,598
63240,327462,0,1000,15,5100,10.50,3600,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,599
62130,402851,0,1000,15,1700,11.00,2400,11.25,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,600
61495,402852,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1000,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,601
61433,402853,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,602
61193,402854,0,1000,15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,603
63453,402856,0,1000,15,8900,10.00,3600,10.75,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,604
64059,402857,100,1000,15,2000,11.00,0,NULL,0,NULL,1800,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,605
63827,402858,0,1000,15,1700,11.00,2400,11.25,0,0.00,0,0.00,0,0.00,1000,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,606
62885,402859,100,1000,15,2900,11.00,0,0.00,0,0.00,1800,6.00,0,0.00,0,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,607
61202,402860,100,1000,15,5000,11.00,0,0.00,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,608
33025,403002,0,1000,15,6400,12.00,10500,10.25,0,0.00,1800,6.00,0,0.00,1800,6.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,609
3339,403503,100,0,15,500,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,610
11915,403763,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,611
49980,403784,100,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,612
2913,403797,100,0,15,500,12.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,NULL,0,0.00,0,NULL,0,0,NULL,NULL,613
40608,403799,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,614
21164,403800,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,615
34006,403801,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,616
17981,403803,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,617
18678,403805,0,1000,15,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,618
20774,403812,0,1000,15,0,NULL,0,NULL,0,NULL,1800,6.00,0,NULL,1000,6.00,0,NULL,0,NULL,0,NULL,0,NULL,0,0,NULL,NULL,619
